representation,profile,profile_family,source_family,acquisition_block,run_dir,offset_index,offset_radians,epsilon_level,sparse_realization,offset_group,count_retard,count_stay,count_advance,estimated_eps,unresolved_near_zero,peer_count,bin_sparsity,physical_hash,prompt_hash
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r02_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,29,1.955683617054956,na,02,g4,3,1,0,0.0,False,16,0.3333333333333333,510382abfe75d95df57a6e222d939f7434dc5e6d73ce46fa17591a3ad1b6497f,f349ab13bf3598aeac77c53544845574aad88650a2ebc23fecc062decadd3a75
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r02_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,30,2.125472971056087,na,02,g5,0,4,0,0.0,False,16,0.5,4109cf65433b6d106239bddeb44965931fbc485dff4e5402fe4825d6976e061a,a249517cbd124250ef6a66df1666d3f1022b2dfb02d7e539fa3ddc3e2f4b88ee
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r02_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,31,2.360717942934366,na,02,g5,3,1,0,0.0,False,16,0.4166666666666667,a7b90ed7c4488b3c899c16028bc17833aada4da384d0bab273ea7ef111d2022c,c2e74918565aa15efc38623c2b84ebbd13b4a46a559dc290ef406297373188c1
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r02_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,32,2.518873672395674,na,02,g5,4,0,0,0.0,False,16,0.4166666666666667,0e9f4a6412c81d34a9eea4a8b97b72761a1a031068acb028b625ba186240eafc,4ba5006e91cbff5fca171ad55c63a595cfb5947809ed23838c8a31fa1b5bb845
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r02_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,33,2.746279632217894,na,02,g5,4,0,0,0.0,False,16,0.3333333333333333,68487bdff486d11b9fdf45b9d7adfbe9e30f0c169a5a60c2e0d80b9d936fe04e,37e31bf6ea1ec0c2ee2ccb821eea15518764587291fc7c825738b19dee809bb0
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r02_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,34,2.92640177655781,na,02,g5,1,2,1,0.0,False,16,0.3333333333333333,ad9fce2cfc4e600f43e63bde48b6db292cbfad435d1c69dcc7aa7c068301b331,2baba4653728b95b955115fa4110a98e6d20cc1d9f0d23050a146a66096908c0
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r02_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,35,3.060726315293831,na,02,g5,0,4,0,0.0,False,16,0.4166666666666667,9b0a9d14a3afa2bbf0387708b9be1dbf47e687617ece042ad78e9c284fc0da1a,709c58c872321b28b6c164b26138e5f4d02bec5ccb4faff347e2beb92bb5f42f
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,0,-3.060726315293831,na,03,g0,2,0,2,0.0,False,16,0.5,3d453a43938fe8eb23a07d8575e0b03ea49f49ba519a35d4a2ddf83e9032a904,14cdc70c03602e45d4734e2f4fb7fa6ee0615d4fb272e457c2f33d12808bc3a2
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,1,-2.92640177655781,na,03,g0,0,3,1,0.0,False,16,0.3333333333333333,27a0935f65f7edfaf72bbe56400473f0bb4b7ac6aefc95c89565f700247ce765,79c56a5829092c477d9fff1c34ea5401077f6f51cce6c2d1e6a86883dc9f467b
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,2,-2.746279632217894,na,03,g0,1,0,3,0.0,False,16,0.4166666666666667,00a6a024cea446eb691e214845b74de6a09cdbee08b2208a9c065b9426599b92,5236b15121f80491cb89e08f1a6815e59abd53ff654b729aa21b9e9aed990ee8
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,3,-2.518873672395674,na,03,g0,2,0,2,0.0,False,16,0.4166666666666667,5c966ce147c11a53e546fef99a65ded68a76710653fdb55aa049fc38adca4ceb,838215c7af030b4a3e2adc2edc7b6432795348a0ff7f6c4a2fc3882aaecb7f66
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,4,-2.360717942934366,na,03,g0,2,2,0,0.0,False,16,0.25,59cf55bf77094a8eff1ade1d81bca004b442d7f68293a99e14549af0e3b40604,4c56f031ca0e0e2312cdc35948ef557d1f6ed40c719fa4dcc760baa645ce362a
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,5,-2.125472971056087,na,03,g0,4,0,0,0.0,False,16,0.5,24a78b82467bd23722d4c9fc4478f7d94856f6873ad17a1c524cc6e0f1d439a1,da666887caaa641ab03f8f39f373d4ed832958722890ad818b4982d6991ac94a
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,6,-1.955683617054956,na,03,g1,1,3,0,0.0,False,16,0.25,8943ff555d77362cfd980a149917d8ae28e820c7f1c65d5481ae13d9e846feee,a9b8ec12c1d3dc948bfc545880b74ff19f0baffe57cb790ecb85988bd4848d36
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,7,-1.81130581486731,na,03,g1,1,3,0,0.0,False,16,0.3333333333333333,ca6c0363012a348820382fb7de5d4b17338e04bbb02a4dc9c2c9a4bf7612205b,48614ebdc5ddf14f625b0fdb818de25fd72f96db68c35432f1ded85a60164790
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,8,-1.70513797996314,na,03,g1,1,0,3,0.0,False,16,0.4166666666666667,758949794d5b13cb1fae61980f071080aea1fbdc0d783eb24a058110675d6420,3b161c423852d1f942d38e28accecf5d66c8af82d1de6b3f5ebf11385609d246
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,9,-1.459132129739855,na,03,g1,0,4,0,0.0,False,16,0.3333333333333333,cfc72fdf9d50dcbfff37ff731b492ae566059c6ec3e138e9f7f9efd765157372,33a8b382fa5d52a35a28aa7dd0e9d605f31d03bdabcacb093babe0b434334d6b
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,10,-1.326501968991361,na,03,g1,0,3,1,0.0,False,16,0.4166666666666667,8c1f7b037524f788230fb1df5ba69be1f220e5ec1a61fd71598f446c47d55871,51c525346687c62b668f7b044416aa78394c3bf5ad3e0a1e17bcb0ecaad39a44
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,11,-1.193267876314604,na,03,g1,2,2,0,0.0,False,16,0.3333333333333333,4b41ba10ea2fc5cdf975b6562b71496325d603ca3547d7f38cfd7c0de2d8cb5e,a50ce93414a6996c2a4a14ae9db9e44cc903b20698f5b700d0f6f78a699c8ec5
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,12,-1.01205578829373,na,03,g2,4,0,0,0.0,False,16,0.4166666666666667,261aff5a2476022bee06e0f431aff07783864cb79b16cb4b236a5f0b1983e842,42fe1e65769125a6a6e60fe86bc517dff8873424a97bba1aa09cd0cf54122e04
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,13,-0.815390451126862,na,03,g2,0,2,2,0.0,False,16,0.4166666666666667,0871f764c882521b3ea7db9f914ba580854a1d1449cd3de9af4d7dc291735e67,42c9c7caa198a6c46d845439b2496e0b4a06c407f18db34b323ca7da83af958b
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,14,-0.582253411155328,na,03,g2,1,1,2,0.0,False,16,0.3333333333333333,d799e60f919697a385e1eedc9ffda6ae7da8b19053a5e8934cf937f6d7c72b21,a08fd2f18102a0c84af2c140aaf4300e592f48d949bd5b19366249e70cb84e60
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,15,-0.424110634258503,na,03,g2,3,1,0,0.0,False,16,0.3333333333333333,2a99492815fe566796d62c30608333b0d55ba2cbe00d41afa59f682484370138,221eb4703a59a3c0dcdc0a1650b43e10224ac19503d5444bea8b3c5feec52923
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,16,-0.252363301580937,na,03,g2,2,1,1,0.0,False,16,0.4166666666666667,2c6c21ccdaa85c1cea70d1c156b305f44f26b18fc4f8ca6dc0724328e90e0f00,8c7aef5f7543566b060dc4057441d51a4087a31a4c9249851137e5feac448c1d
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,17,-0.126277469898986,na,03,g2,0,4,0,0.0,False,16,0.4166666666666667,190d3fd659af924a16cd4bce54f0ac664eea712a0a04f19499fc6f0df90176cf,6c26e619463845dafab1c872da62bb4b632d9a9f43b3c614ddf91b645f1e3afc
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,18,0.126277469898986,na,03,g3,0,0,4,0.0,False,16,0.3333333333333333,2102ebbdf5047f81f8c7af393f100a9bc87b18b5dcc6c7c07112b47527371edb,00c686400e649fff16d28c77582ac9c2b3eccb45b870b5ba07ad3db92238a9f2
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,19,0.252363301580937,na,03,g3,2,2,0,0.0,False,16,0.4166666666666667,b487115a0a5e3e9ca87483705cecaae33232ce46a579e292b3410f5c72d0e522,531f1739f338f9bedec9a5985902f753dd8adfb70e0c3e44a92496d7d7cb47a0
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,20,0.424110634258503,na,03,g3,3,0,1,0.0,False,16,0.4166666666666667,c7df1472c8c919496db19a16f49929954721a9180a3a3b7af044c30aa5da4f4b,78c59a9aa2665a678a4c29e1acd6c1ad94fdc75b6c128d4ed191db62fbeda654
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,21,0.582253411155328,na,03,g3,1,2,1,0.0,False,16,0.25,d578e041b06864450b39b44d087aded7d820ba36cc2728ee88f6c6ab7d01bae9,7e03862af5911710f61fcc11d887f6dc87290cc78e2519fc5a7e2b6f4dc26a80
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,22,0.815390451126862,na,03,g3,2,0,2,0.0,False,16,0.4166666666666667,f1de8df9fddaf5ee8627637b7eedebfe1623a25842cb66ed48f494223b15ee51,8cb37b67db55f271355f06d0663bbf357756313ee017faedf50902af2ca43a6a
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,23,1.01205578829373,na,03,g3,0,4,0,0.0,False,16,0.3333333333333333,8a94910cc8458f34dea6fc6e03639c2f45a850dddf1e8b1d94607de3add673d3,571a6ff1bfe9a5e97610e3a3b99686ae071116a56030edaa219f74c5e0ab55df
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,24,1.193267876314604,na,03,g4,2,1,1,0.0,False,16,0.4166666666666667,b444460d0de9b79773638556fefb5756278a057dd3948d6579bd07675b9fbea9,26288e4ab343f16bae0d8d901e5f2a582201260cb984632f97bb0c99ff1f360f
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,25,1.326501968991361,na,03,g4,1,3,0,0.0,False,16,0.25,36eae1f9033c7c6cfb677d419d1d6aff5eaa9dfa9fd0e662554bf1cf6ec268f8,7a9c5a83d2289a078bf42b645329c79e2aa1357b4ac049f5aef74278d3759dd3
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,26,1.459132129739855,na,03,g4,1,1,2,0.0,False,16,0.4166666666666667,6932783f8c2997e10e34ae9d8375970d051afa2aa946973dece4ea4768863105,cf857539e8fe7cbfab1e4164e960ae1dbf6574f2a1b27e85e25aa8d088c105bf
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,27,1.70513797996314,na,03,g4,1,2,1,0.0,False,16,0.5,639e48ecc4a1ba646737c1a01ea26b3c41e193e3384a28628bccca4423e356af,be8fd4ed984e6b5502d3d619334eea56f848ac28f115527924944a515a6a733c
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,28,1.81130581486731,na,03,g4,1,1,2,0.0,False,16,0.4166666666666667,1c5bf7c545654ebf2cbdd324d8619c88ba5cc167905c45ac23dd297fe5fbd591,611aec853a92b0905950e56878c1153a94a47e5bd89ab7bfa47f014ea7e6c5a0
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,29,1.955683617054956,na,03,g4,0,4,0,0.0,False,16,0.5,0579bcade7b7559f7713a1e26879ca4504bb2db730c373101e4a06b8ab275eee,f5b48294333b05cff16e82530cfb98f19fe4ac5c9b06e07120801c65520b0b4f
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,30,2.125472971056087,na,03,g5,2,0,2,0.0,False,16,0.3333333333333333,daac35f270a42d00e5bd099b12cdf2c6e06e0bfc1900cec1b59bb9d4e246d918,604341669389c4dc31170879f32331433c4ef3e50f7b839c432d2c705c4cfaf3
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,31,2.360717942934366,na,03,g5,1,0,3,0.0,False,16,0.4166666666666667,227d8a5a781b0fbac32f5e81be6c7e510e2f66b1c5e411a6e18cb9e05cdc6d1a,9e78447cb78ddb035f5c833ab046c67a913777931e855c186cb0ff6f150d895b
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,32,2.518873672395674,na,03,g5,2,0,2,0.0,False,16,0.4166666666666667,2dd49ecdcae814343073109a24df905c467728926aba62fd4aea58defbf806bf,fc915bbf1579f774f6b7c42fe917bd18830517c9ae69e37aca823afbed49ac91
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,33,2.746279632217894,na,03,g5,3,0,1,0.0,False,16,0.3333333333333333,8d9b678abaf61d17e0605431af87bd1c509efbd8ac9d34647d65f1c4cea92e72,32a186b74e5c71bf217d139d36f0e7b87910eb6b4f1495753fc903fa72b8ada7
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,34,2.92640177655781,na,03,g5,1,1,2,0.0,False,16,0.3333333333333333,35ad21c5375e1e79fdd001ab275ad17b8b94d0219309d39bf46e0192e3d6f846,4274cadb76ab2ca5f5829065e0a3d4da19871699959eda6a63dd7303a72408c2
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r03_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,35,3.060726315293831,na,03,g5,3,0,1,0.0,False,16,0.3333333333333333,528a00152f47e525230a8b361e9c7635e50868da6ee2a1c9f27cb9131838e9dc,f4f3fde4260d85c9244e275d3c9ccaecc196a050b09d4d2d8cc0b3ee033c9e3d
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,0,-3.060726315293831,na,04,g0,3,1,0,0.0,False,16,0.3333333333333333,6e7e5eaf069527f85b3047ed578ff681e5d07b7d36c567770626d5fd90a727b2,47018c19beee6d73a65620f48d0f28d1d438e9673b6b30b7bdb350faea872202
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,1,-2.92640177655781,na,04,g0,2,0,2,0.0,False,16,0.3333333333333333,3512fb7c9c02e0337452107a8833b2235a4152a528218c214ade62140455995e,593c23fc9301ca742144b88c8cb85d5d8b0508ab7b1e7baae422097130c8e427
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,2,-2.746279632217894,na,04,g0,0,0,4,0.0,False,16,0.3333333333333333,93a56f5a3709272ca182e976ecb589310211c778ecbfaaef701d7306e565fe6f,b3558155c0261802552372608d3cac0e9b01ae441fd146fbaa80c0ffbf89ed6f
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,3,-2.518873672395674,na,04,g0,0,0,4,0.0,False,16,0.5,1c9f0386202ef4416a18af1d9ae69bc7062ed1726e73e2a6f6c1bc57f553bc48,860d6ea220d4c2a1cebdb4d65487ee2249b6cbd977e2b7416f74f36174f08726
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,4,-2.360717942934366,na,04,g0,1,0,3,0.0,False,16,0.5833333333333334,b11312ea8fe7e264f4c26855cc5155c2e94d33236a057e7f31eacbbee7f7e965,4f779e18ea5d72d9d085ddb64f466e6e63868e53bbdfca458b4670ab112e41ac
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,5,-2.125472971056087,na,04,g0,3,0,1,0.0,False,16,0.5,712663412179f46863067a217a5e1589644fb5539e391bfec736eee096efc9fe,ee1be22e9dbfb3b769c8c022bb131e69cfa56dd09e9ef8d1bb5ddd453db606e3
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,6,-1.955683617054956,na,04,g1,1,3,0,0.0,False,16,0.4166666666666667,296e5404e26cd6248f0e9ccb8b139dae59b931230b59f27ef4c0e9c43a746b98,9196733bc5297cd4a7406425e6d565bef330ee13f7a64b682e4e6cdf88cdbda3
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,7,-1.81130581486731,na,04,g1,0,4,0,0.0,False,16,0.4166666666666667,6e476bc10e2527ab63f54feb2d78c1cabf3d4ee4a0f0bf49cd9a1f7920a698fc,0d5e1a046a8764372e09ff6ba3ddc16f41210949e028208d512be3cd4ac6a33f
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,8,-1.70513797996314,na,04,g1,1,3,0,0.0,False,16,0.4166666666666667,55c450482b4963de68b70fb9eb05b315958493c0a962691f3677bd6d29ca6a73,62a26dcdf5058a3e82cc1b96286a2ade36667029bc6b03465ba36ab2f70db72a
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,9,-1.459132129739855,na,04,g1,0,4,0,0.0,False,16,0.5,91ee5ed5ba8715f9c52b230ad569c11ba8fe56adc9d4c52378463d8159ff4961,9a2b733c998cc1915ba2ab3ee2e286f971e905438839473fea2ef91b229e83f0
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,10,-1.326501968991361,na,04,g1,0,4,0,0.0,False,16,0.3333333333333333,454ab5ada553131269ea671168178c4ec61f6f3e520dfb59657461d3383d4b27,41f6c3cfa23421ae76d087187266a9074e0e23a92f2202b200d958a4174c9b3e
intervals_24_decimal6,sparse_peer16_antipodal_8_8_r04_k6,sparse_peer16_antipodal_8_8_rXX_k6,sparse_peer,block_1,<PROJECT_ROOT>\runs\sparse_peer\sparse-peer-v0.1-block1_8a4b6c8cc369\20260723T140327Z,11,-1.193267876314604,na,04,g1,1,3,0,0.0,False,16,0.3333333333333333,02a703c637612e93ed42f4e3a3665c4a71080005cd721e2da86a4f434e14fdd6,895963b01a58f55f17917e9bf11b1f882292278958374f7f1f3d04c25a2194c9
